Date,GHI
2021-05-25 00:00:00,3.316844593
2021-05-26 00:00:00,5.779133295
2021-05-27 00:00:00,2.546229425
2021-05-28 00:00:00,3.139226802
2021-05-29 00:00:00,3.038622696
2021-05-30 00:00:00,4.492467527
2021-05-31 00:00:00,5.732635684
2021-06-01 00:00:00,4.195066667
2021-06-02 00:00:00,4.877116667
2021-06-05 00:00:00,5.0684
2021-06-06 00:00:00,3.99225
2021-06-07 00:00:00,5.365591667
2021-06-08 00:00:00,2.611183333
2021-06-09 00:00:00,5.204808333
2021-06-10 00:00:00,3.592533333
2021-06-11 00:00:00,5.396108333
2021-06-12 00:00:00,4.161741667
2021-06-13 00:00:00,5.448483333
2021-06-14 00:00:00,5.926033333
2021-06-15 00:00:00,3.932033333
2021-06-16 00:00:00,4.729975
2021-06-17 00:00:00,6.520441667
2021-06-18 00:00:00,6.123708333
2021-06-19 00:00:00,5.056091667
2021-06-20 00:00:00,5.725175
2021-06-21 00:00:00,4.051708333
2021-06-22 00:00:00,4.164675
2021-06-23 00:00:00,4.859341667
2021-06-24 00:00:00,5.739525
2021-06-25 00:00:00,5.90975
2021-06-26 00:00:00,6.281358333
2021-06-27 00:00:00,5.852325
2021-06-28 00:00:00,5.981325
2021-06-29 00:00:00,5.256925
2021-06-30 00:00:00,3.089816667
2021-07-01 00:00:00,6.332116667
2021-07-02 00:00:00,6.18565
2021-07-03 00:00:00,5.4784
2021-07-04 00:00:00,3.296966667
2021-07-05 00:00:00,3.667841667
2021-07-06 00:00:00,2.852183333
2021-07-07 00:00:00,2.717125
2021-07-08 00:00:00,3.595508333
2021-07-09 00:00:00,4.808441667
2021-07-10 00:00:00,5.292016667
2021-07-11 00:00:00,5.98765
2021-07-12 00:00:00,4.842283333
2021-07-13 00:00:00,4.506258333
2021-07-14 00:00:00,3.985116667
2021-07-15 00:00:00,3.222533333
2021-07-16 00:00:00,5.855191667
2021-07-17 00:00:00,6.5543
2021-07-18 00:00:00,3.73
